duration,wps,f0_mean,f0_std,f0_5_percentile,f0_95_percentile,tempo,formant1,formant2,formant3,mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_0_std,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,delta_mfcc_0_mean,delta_mfcc_1_mean,delta_mfcc_2_mean,delta_mfcc_3_mean,delta_mfcc_4_mean,delta_mfcc_5_mean,delta_mfcc_6_mean,delta_mfcc_7_mean,delta_mfcc_8_mean,delta_mfcc_9_mean,delta_mfcc_10_mean,delta_mfcc_11_mean,delta_mfcc_12_mean,delta_mfcc_0_std,delta_mfcc_1_std,delta_mfcc_2_std,delta_mfcc_3_std,delta_mfcc_4_std,delta_mfcc_5_std,delta_mfcc_6_std,delta_mfcc_7_std,delta_mfcc_8_std,delta_mfcc_9_std,delta_mfcc_10_std,delta_mfcc_11_std,delta_mfcc_12_std,delta2_mfcc_0_mean,delta2_mfcc_1_mean,delta2_mfcc_2_mean,delta2_mfcc_3_mean,delta2_mfcc_4_mean,delta2_mfcc_5_mean,delta2_mfcc_6_mean,delta2_mfcc_7_mean,delta2_mfcc_8_mean,delta2_mfcc_9_mean,delta2_mfcc_10_mean,delta2_mfcc_11_mean,delta2_mfcc_12_mean,delta2_mfcc_0_std,delta2_mfcc_1_std,delta2_mfcc_2_std,delta2_mfcc_3_std,delta2_mfcc_4_std,delta2_mfcc_5_std,delta2_mfcc_6_std,delta2_mfcc_7_std,delta2_mfcc_8_std,delta2_mfcc_9_std,delta2_mfcc_10_std,delta2_mfcc_11_std,delta2_mfcc_12_std,mfcc_0_kurtosis,mfcc_1_kurtosis,mfcc_2_kurtosis,mfcc_3_kurtosis,mfcc_4_kurtosis,mfcc_5_kurtosis,mfcc_6_kurtosis,mfcc_7_kurtosis,mfcc_8_kurtosis,mfcc_9_kurtosis,mfcc_10_kurtosis,mfcc_11_kurtosis,mfcc_12_kurtosis,mfcc_0_skewness,mfcc_1_skewness,mfcc_2_skewness,mfcc_3_skewness,mfcc_4_skewness,mfcc_5_skewness,mfcc_6_skewness,mfcc_7_skewness,mfcc_8_skewness,mfcc_9_skewness,mfcc_10_skewness,mfcc_11_skewness,mfcc_12_skewness,cpp_mean,ste_mean,ste_std,ste_max,ste_min,ste_variance,gender,age
4.68,2.5641025641025643,106.54213043757763,30.110725001801146,55.15930587936597,178.18092194719054,7.478632478632479,622.3649038257146,1943.1008211571682,3088.2003190233127,-329.9592,110.278564,-33.40887,29.842068,-2.860178,-15.017344,-12.503924,-5.109831,0.35458243,-16.844826,-8.308206,-12.784078,-21.4943,98.294014,79.09556,42.265896,52.603764,36.00151,21.90716,19.989511,17.138844,14.327999,15.004315,13.721132,12.18661,11.630188,0.5393053,0.3011711,-0.09256854,0.06391455,0.068210125,-0.052980732,-0.0757532,-0.007678661,-0.013372622,-0.028044343,0.036166806,-0.036586165,-0.07502771,13.087024,12.932554,7.018733,7.9186177,5.1076903,3.7132478,3.1190362,2.816777,2.1099198,2.3030012,2.1025574,1.820168,1.7407677,-0.08890758,-0.041415777,0.060701583,0.0030723433,-0.026859783,0.041357867,0.015549462,-0.009919689,0.002004529,-0.014211578,-0.0055458583,-0.002670793,0.0021688216,6.985658,4.8995323,3.9638317,3.261547,2.3101516,1.7828139,1.632188,1.343117,1.1497471,1.4287152,1.1516912,1.059346,1.0069796,0.04171729,-0.9518838,-0.482265,-0.18147063,0.3024881,-0.10360885,-0.26751065,-0.36148787,0.09414768,-0.73811936,-0.49262953,-0.29531693,-0.55785775,-0.91314936,-0.41304964,-0.31510568,0.7258913,-0.60055435,-0.45681074,-0.1664816,0.11951464,-0.01670929,-0.019302875,0.0817615,-0.1522811,-0.2614681,0.10591168606128697,4.769490692134958,6.819095551986234,50.84990920631231,0.07536234091725545,46.50006414711845,female,fifties
3.816,1.8343815513626835,58.08206086404266,8.959593864804631,45.744645215408376,72.57293509250917,5.241090146750524,1297.3645876412888,2656.3834647902113,3323.266777074498,-409.94733,115.28662,-17.52772,24.079754,4.79261,2.1842785,7.796125,-4.379315,-9.482581,-4.9299946,3.882732,-6.878489,-6.0748286,118.24913,78.779915,35.813606,47.49445,16.094467,15.459517,16.542118,10.924428,11.793247,9.64996,9.118896,9.506833,8.19251,0.12393308,0.11610573,0.030507552,0.001472324,-0.013875503,-0.028069705,-0.020074751,-0.0074864305,-0.006868344,-0.0077726133,-0.004342175,-0.015092445,-0.035461478,9.044306,9.826034,6.2245865,7.6021457,2.8248959,2.529192,2.4820058,1.9310495,1.7953302,1.5817149,1.5175226,1.6178544,1.4055014,-0.04662375,-0.039456002,-0.002502388,0.001175634,-0.00412734,0.0024539984,0.0062450864,0.0037258954,0.0030482367,0.0038918133,0.002447442,-0.0069641666,-0.018981097,4.348263,3.1035252,2.7105608,2.5548272,1.4137702,1.2775232,1.2023827,1.0353616,1.0148777,0.8814435,0.887796,0.9530889,0.82968193,-1.588513,-1.347244,0.5899813,0.48442817,-0.19517851,0.3408475,-0.35250497,0.3844428,1.390017,0.4614241,0.5437367,1.7635026,0.20080209,-0.3749295,0.4625537,-0.87217146,1.2097347,0.61252475,0.19142276,0.73490536,0.20907305,-0.6798065,-0.28934976,0.85001045,-1.1322936,-0.6269318,0.07753635513336879,2.6083088629785904,5.413088386571828,35.00054333740026,0.05872889376249555,29.301525880838796,male,twenties
6.624,2.1135265700483092,59.662166193884715,32.81731659329809,39.32010337781517,166.7288223161438,4.679951690821256,428.54417214714806,1786.263396075369,2486.8063235800805,-349.96878,144.27849,17.932196,47.399494,7.4678864,9.257677,8.823522,-9.918939,-16.341637,1.6008857,7.1229925,-18.577759,-12.959817,87.63912,76.65511,42.420933,38.37557,29.677395,22.8471,18.812542,13.4966345,14.199374,12.070343,11.708766,11.648968,12.598029,0.05124517,0.041536704,0.011974874,0.013304999,0.011136383,0.011501619,0.00733742,-0.0053963875,-0.010036251,-0.009831556,-0.012311664,-0.0071761003,-0.0069736163,10.2180195,8.761603,6.996732,4.5925865,4.0600405,3.8049183,2.6944122,2.2656076,2.1543667,2.0594914,1.9143149,1.7119542,2.0879717,-0.119186096,-0.07500772,-0.014856121,-0.032176476,-0.014002956,-0.018043894,-0.009630292,-0.0043105735,0.002785449,0.0067443526,-0.0020752023,0.006526697,0.005920618,5.2177997,2.9243026,3.1549776,2.0548792,1.6891056,1.7748663,1.2438936,1.1065422,1.2009351,1.1825129,1.0035086,0.8999257,1.0476758,-0.64360046,-1.1177839,0.1908164,1.392726,0.05023408,-0.1186471,2.941856,0.09854269,-0.5068426,0.12463212,-0.34150076,0.3783648,0.23041177,-0.5856975,-0.30676576,-0.29435235,0.88457865,0.48125654,0.03578205,1.0053468,-0.16057502,-0.43642733,-0.087176844,0.31098437,-0.63456416,-0.5715668,0.07840909577255509,10.928970977188612,9.137494019872,41.77750693004459,0.06711463958312586,83.49379696319654,male,twenties
4.656,1.5034364261168385,64.07040167139206,9.52795241004752,54.02399945437827,81.03810591355212,4.080756013745705,476.1623490382588,1506.2638143754757,1800.6116152407496,-457.0484,98.66918,-11.373503,9.860341,14.890272,2.4134715,0.80317074,3.0675776,-9.051427,-12.980603,-3.988945,-2.75966,-5.0265617,132.45697,77.86192,47.44738,37.312973,28.353888,14.684536,16.072884,14.222729,17.51598,19.978733,11.170762,13.19329,10.315266,-0.0071805,-0.008106817,-0.0057172184,-0.009523029,-0.020561436,-0.031888336,-0.03401083,-0.023606671,-0.007903983,0.0013441003,-0.0003298251,-0.0064050294,-0.008177125,8.764898,8.09942,5.1993375,5.3274016,4.3050485,2.4187438,2.9820788,2.5224557,2.2200258,2.6997828,2.0868907,1.8592383,1.8568504,-0.067375496,-0.081645936,-0.05085076,-0.023072893,-0.010490648,-0.010230322,-0.011000266,-0.0049901986,0.0045158346,0.007899542,0.0024737157,-0.003352617,-0.0013447528,3.8423257,2.9807863,2.5225382,2.295493,2.043306,1.2599926,1.5625708,1.367218,1.2412609,1.2127222,1.1301105,1.0891533,0.9159223,-1.1722533,-0.9154165,-0.43055606,3.8276138,0.93820524,1.1424127,0.4851358,3.6589656,0.3165245,1.4578156,2.0275674,1.8055186,1.5201163,0.5661765,0.6894107,-0.893563,1.8206842,0.93476176,-0.24528931,-0.033901636,-0.28641665,-0.6883787,-1.3773524,-0.9194837,-0.34992483,-0.40814528,0.07342900184990095,6.2286999825651606,6.7066488942144495,32.04326161032773,0.05796410096197804,44.9791393902679,male,twenties
5.136,2.5311526479750777,368.23154426926436,729.780328742589,56.611623015392055,2230.3066689852294,5.841121495327102,364.8429173760254,707.4880903652162,3255.330334360776,-470.64148,108.64337,-8.795248,29.827253,-1.7228466,-4.0247903,-10.31091,1.3243283,-10.794825,-14.676705,0.22216974,-7.5405183,-2.0266376,104.30118,76.85989,51.72383,39.55723,23.11794,19.73783,17.327177,11.784642,11.81957,14.8682375,11.648843,10.599677,10.966076,0.06321967,0.062025774,0.008002863,-0.022820462,-0.010348744,0.011073579,0.0056522973,-0.010334502,-0.011433973,-0.0007486383,0.0011224054,-0.008005686,-0.017944952,11.741022,12.481251,9.723066,5.6390285,4.454277,3.1256928,2.8013802,2.209737,2.185391,2.5747256,2.212463,1.8251218,1.8965775,-0.06300781,-0.0524942,0.0039863964,0.012024703,-0.010440195,-0.011881909,0.0055087614,0.014463287,0.012649743,0.008440665,0.0056460695,0.00020730322,-0.0063354583,6.4257536,4.703376,4.1433053,2.459445,1.9758809,1.6814997,1.4454364,1.1917189,1.2242315,1.3735818,1.1457646,0.98630464,1.0466871,-1.217044,-1.2309531,-0.14802003,-0.45098972,0.31191254,0.7590494,1.4099774,0.57634354,0.25507736,-0.3938129,0.3857546,-0.41178894,0.70972824,-0.28001982,0.14304939,-0.4538416,0.6436625,-0.59315425,-0.6417379,-0.7630491,-0.055478968,-0.5515554,-0.5943837,0.17518105,-0.34521285,0.029510252,0.06975785679885597,0.8645137655002868,0.9761767281331664,4.552583294760421,0.06408128783004947,0.9529210045487738,male,twenties
7.8,1.6666666666666667,200.9742178815698,234.95285076167937,91.46265279250812,829.8959265473133,5.512820512820513,666.6320204704404,1848.5487564105783,3230.1938137926572,-375.944,99.23363,9.893796,29.618206,-1.6928214,1.0880139,14.433635,-29.888025,-20.936869,3.9289248,-9.054835,-0.5503408,2.954902,90.53249,62.453983,38.837883,33.00516,30.085463,17.478045,23.12666,27.758577,20.411802,15.800018,14.766759,11.770533,12.309195,-0.023501849,-0.016809516,-0.0049266242,-0.009590968,-0.00020111584,0.002708276,-0.00094416883,0.01508977,0.020575153,0.005995904,0.0049369633,0.009143313,0.0063599315,12.541962,8.21209,7.0351353,5.255077,4.612151,3.0128047,3.7904267,4.1293836,3.327292,2.845038,2.4199176,2.085332,2.0824683,-0.048973408,-0.05141581,-0.03442549,-0.03172697,-0.017560342,-0.01191897,-0.011609982,0.0060096257,0.010668094,-0.0025292004,-0.0042526494,-0.0030973135,-0.004824468,5.5231423,3.3926234,3.539852,2.5059962,1.9303573,1.5553706,1.7355143,1.9909366,1.7737589,1.4051943,1.2556511,1.2034055,1.1350824,-1.061372,-1.3573331,-0.4153254,-0.18015742,-0.08431387,-0.029946566,-0.009099245,-0.75541186,-0.020089626,0.20679688,0.15381002,0.5140376,0.34214592,0.14531715,-0.09671785,-0.023482744,0.61292374,-0.44120863,-0.3069464,0.21570975,-0.2909332,-0.32267332,0.24230431,-0.47659293,0.11590541,0.4024569,0.10243254014061016,9.47054851450077,12.38361646315324,84.72046392596596,0.0603992494387744,153.35395670647998,female,twenties
4.776,2.512562814070352,106.52118518560583,148.793110893657,53.00410364564199,330.1268911091295,5.025125628140704,218.52703493589974,1650.6040531328636,2300.691262783458,-413.2811,126.04731,18.763926,0.52825004,12.723732,20.299515,6.1149073,-11.9775715,-18.304453,-10.323702,-2.4185336,0.019343376,-1.9713362,103.500916,77.452095,23.207115,31.722645,21.636244,18.008167,12.8785925,16.69818,18.26983,13.461589,10.89282,13.404105,12.623516,0.035166197,0.04550614,0.035123877,0.023373859,0.013830802,0.0075887656,0.004481852,0.0039600963,0.0048431116,0.0056941235,0.006095248,0.006754824,0.007846607,11.668989,8.782705,4.261696,4.5240936,3.1209276,2.637188,2.3733978,2.1221342,2.3971663,2.154264,1.853003,2.1477263,1.8470793,-0.05450785,-0.07362298,-0.064248905,-0.051851775,-0.040204007,-0.031932455,-0.027024115,-0.0235374,-0.019752664,-0.015393995,-0.011098854,-0.0075207623,-0.005156845,4.8545384,3.521103,2.2933023,1.960425,1.4413499,1.1808494,1.2483203,1.1162175,1.2116805,1.2037941,0.9737379,0.95830166,0.8319628,-1.2279994,-1.425901,0.2016375,-0.2677827,0.43709707,-0.021421194,1.5879478,-1.0304496,-1.1352686,-0.34704614,1.4505463,0.35383725,0.26446342,0.20205037,0.15581954,-0.61726326,0.03110826,0.2070002,-0.026990319,-0.6152266,-0.3314146,-0.02919974,-0.5078808,-1.0798688,-0.28524256,-0.14548284,0.09017334738116758,8.65113701330516,12.902736098138316,65.61123767402668,0.0605126977488073,166.48059881820157,male,twenties
3.024,2.6455026455026456,68.5198589409379,11.213538022717376,52.21381665227856,93.62759421664332,5.9523809523809526,452.71576301721666,1616.1745282950217,2893.3864440246116,-480.8081,128.26385,-6.065633,41.853756,-9.119318,19.882675,-7.325658,0.39337867,1.6374493,-12.847522,7.3573937,-7.2984266,0.7845123,91.534645,56.14697,25.493483,19.535585,18.318129,16.947731,12.921881,9.747166,11.030626,11.874475,8.031897,8.193185,8.167174,-0.018112827,-0.004749889,0.018712943,0.009301468,0.0072393585,0.004020825,0.0060148374,0.014153652,-0.0009678317,0.0053029195,0.015419138,0.027748521,0.012886267,11.857672,6.625346,4.754942,3.275659,3.8745499,3.5268915,2.3821983,2.0793147,2.3511927,2.0426006,1.570009,1.6563029,1.559134,-0.49200994,-0.20619419,0.02127499,-0.09563259,0.028254857,-0.036409847,0.012698615,-0.0065762326,-0.023344494,0.0057025542,-0.02687979,0.023160739,0.0029952903,5.0054812,3.153032,2.196562,1.7965446,1.761276,1.4081985,1.2174954,1.155527,1.2026824,1.1760621,0.9437706,0.95721173,1.0687479,-0.4951799,-1.3005648,0.75589204,0.7439785,1.121469,1.1402612,3.181301,0.300776,-0.08975744,-0.6334064,0.36625743,0.00047397614,1.5672808,-0.034768667,0.06537154,0.15230095,0.61453944,-0.04358764,0.037697192,-1.3823838,-0.48961058,-0.44145048,-0.5772332,0.3506292,-0.1192083,-0.85027003,0.07968406800851041,0.4295862363379077,0.430424083503788,2.080931158379115,0.055095266894372316,0.1852648916600759,male,fifties
4.104,2.4366471734892787,93.58938376254564,62.50911039305894,64.2827486708685,282.02769802256034,4.8732943469785575,492.0353650261879,1773.461607316671,2483.1725063359318,-431.89313,129.4075,-21.39196,1.1850072,11.96468,12.980885,-13.618388,-8.538474,-12.577853,-12.011995,3.085333,-7.678361,-2.8621664,130.37973,78.28262,29.785114,27.058304,20.251953,18.722637,15.83316,12.196369,13.611797,11.354042,11.816005,10.865799,9.708508,0.10749092,0.06352167,-0.020227153,0.019713711,0.042138938,0.010460712,-0.0057762405,-0.010070947,-0.014295657,0.010156191,0.011703843,-0.01855235,-0.010307418,14.507832,8.62245,5.8609343,4.067224,3.138359,2.8352287,2.9007773,2.1153235,2.0466595,2.1166143,1.6292303,1.5261959,1.5295305,-0.005928738,-0.0038662404,-0.0009433418,-0.008782534,-0.006512366,0.007776296,0.0074345367,0.0026855704,0.0058858525,-0.0029790048,-0.019355973,-0.016769836,-0.007816637,6.0428376,3.6306388,2.9285975,1.9571315,1.4655435,1.4442528,1.4971012,1.1603377,1.0177042,1.1041919,0.8701428,0.9796644,0.8681192,-1.463799,-1.4423857,-0.49197102,1.3210773,-0.052280426,-0.30476475,-0.23360062,-0.3929534,-0.33506966,-0.18052149,-0.23216057,-0.11754346,-0.18700528,-0.11597932,0.0004943049,-0.17690392,0.9516318,0.644605,-0.030818721,-0.5245371,-0.19301997,-0.28902474,-0.32174513,0.14401725,-0.5540805,-0.0826784,0.15061103270319967,3.5215680015111888,2.7895699620876337,11.460694985841847,0.06487687592636635,7.7817005733816025,male,twenties
4.752,1.2626262626262628,40.45347579758049,4.532224024944934,33.08318849225821,47.52281222493519,4.62962962962963,361.7344793514289,1274.378274567282,3251.4581517638626,-346.35635,123.11896,7.3973756,26.109507,9.246744,27.291042,-13.956349,17.837381,-2.9681337,5.5986576,-3.442647,5.745479,10.344643,114.65182,68.64185,24.94758,30.521648,19.083412,16.774042,16.98155,10.009577,13.092584,14.066357,11.510195,8.7269945,10.936724,-0.17940558,0.08022782,0.037436854,-0.023054047,0.06309474,-0.018967992,0.09632059,0.008968704,0.018838394,-0.024291964,0.0009898028,0.0052000997,-0.008043244,8.333439,7.8463173,3.7344875,3.5838497,2.836591,2.8802412,2.5945854,1.3619903,2.1064107,2.1317716,1.5479463,1.3600501,1.766597,-0.34481832,-0.11380703,-0.0115262065,-0.036157224,-0.014470831,-0.044986732,0.06572159,-0.009850628,-0.0021581715,-0.04442859,-0.00991728,-0.010847308,0.00035595894,4.9663386,3.0402136,1.8205049,1.6129769,1.389053,1.4219444,1.6369905,0.9174453,1.0495254,1.2637378,0.92860514,0.83916223,1.0376512,-1.5287915,-1.3018539,2.9030924,5.577654,0.8212142,2.4060707,0.15580702,0.21462989,0.30773544,-0.037568092,-0.3718629,1.0701089,2.37214,-0.040146977,0.21834047,-1.3836066,2.003449,-0.54884136,0.610581,-0.6475306,-0.09529202,-0.7292795,-0.15693438,-0.27819428,-0.17683287,0.7847049,0.11086346377790932,6.55394191406901,7.492014456711045,36.773933457583794,0.06270870334205005,56.130280619567294,male,twenties
2.904,2.7548209366391188,58.45951507838607,5.3837720256840225,51.316814534524404,65.97803311610537,4.476584022038567,546.7423229713212,1594.9673059997115,2179.131698799053,-391.8309,137.36195,-9.730262,-6.938645,18.207985,2.4155986,-10.776533,3.4616215,-4.539649,-17.572205,-0.9739824,-0.4750418,-4.9759607,137.41919,97.731834,29.965828,20.438883,25.902594,17.56513,19.229399,9.989096,11.942031,17.969727,10.57867,10.53857,13.813208,0.09317944,0.041634083,-0.060610298,-0.008685423,0.052702554,-0.0037695253,-0.04699806,0.008993596,0.034594398,-0.039441306,-0.08867225,-0.035743248,0.016952733,13.324082,9.510086,4.769482,3.4043815,3.9307714,2.8594406,3.194113,1.9411571,1.992816,2.6438582,1.8698977,1.7709968,1.8842069,-0.092618085,-0.09076129,-0.033693627,-0.03166145,-0.053474456,-0.05437187,-0.04214681,-0.02924922,-0.016292324,-0.0017102176,0.020492239,0.03383135,0.013202651,4.914616,3.3563185,2.307085,1.5595945,1.7425381,1.4712887,1.5592161,1.0143899,1.2548616,1.1018122,1.0342776,1.0406408,0.92357224,-1.5639892,-1.6032518,0.010748625,1.548657,0.31949186,0.93792987,-0.21268249,2.1083264,0.43193626,-0.4828894,1.62398,0.23895788,0.6295495,-0.23870458,-0.32538715,-0.25292683,0.28437835,0.25423613,-0.678705,-0.6435621,0.14933449,-0.45807317,-0.6263664,-0.25975117,0.16772468,-0.47906813,0.07294917094673467,5.6412311726388,6.70766071249594,33.34479535313327,0.08501611460762755,44.99271223396155,male,twenties
4.416,1.3586956521739129,80.2027303348791,16.378819243674883,47.19798028480505,111.6097236697307,2.490942028985507,426.63826384475084,2219.684914114867,2993.1347813162097,-453.8728,54.278576,22.417969,33.32011,10.364194,17.045805,-6.1408525,3.1483288,-8.008776,-4.6198797,-2.1225138,-2.6015677,0.5679904,128.4243,58.98833,22.76206,34.427948,19.54924,11.049571,22.769901,7.6460676,17.581991,14.026198,8.388807,9.5161915,7.520063,0.014130668,0.018757684,0.01541498,0.010766476,0.0056668567,0.00068016513,-0.00391319,-0.0078260675,-0.010511522,-0.011259203,-0.009650384,-0.006021851,-0.0015027839,8.160848,7.231579,3.3276443,3.484521,3.0512812,1.4026663,2.5930161,1.3121886,1.5837104,1.9405411,1.2490996,1.3550183,1.5869241,-0.04064761,-0.055067286,-0.048575506,-0.03987079,-0.03095827,-0.023131235,-0.01670561,-0.011345273,-0.006594827,-0.0022316768,0.001673271,0.004856355,0.006984492,3.098395,2.5996346,1.3267779,1.2314142,1.1542253,0.7432804,1.1276538,0.770883,0.8390431,0.8752285,0.6460987,0.80053777,0.8309365,-0.8848326,-0.17126894,2.0695777,2.0263767,4.605286,1.0950985,1.0473738,1.497695,0.53797626,1.3410563,1.9898906,2.278985,5.495699,0.8992274,0.89860624,0.033557445,1.7513666,-1.258133,1.3473685,-1.4341941,-1.0492742,-1.2800503,-1.2846248,-1.0278051,-0.5864096,-0.08035165,0.11986562036959246,9.858625558827837,10.324954789662513,48.25389499038526,0.11881600592760172,106.60469140857487,female,fifties
4.824,1.8656716417910448,80.9316105661858,12.988940339055349,66.16637698451642,109.0606276179478,4.560530679933665,380.26369351581405,2077.568709236829,2935.010557178864,-352.10175,118.862686,-11.925317,17.999207,13.38816,-11.37403,7.3082633,-10.097937,-22.725744,-3.902452,-9.378531,-10.298743,-2.6322312,130.7819,85.93651,38.35587,32.66917,29.005156,23.756802,15.392512,12.478057,18.244385,11.326716,9.78299,11.133919,10.023195,-0.006634643,-0.00042579768,0.00755993,0.0076121567,0.009222709,0.0017327609,-0.005256636,-0.0006705362,-0.00162488,-0.0044266405,-0.000619303,0.00027705292,0.0030181035,8.701466,5.6741138,3.9930148,3.116659,3.152355,2.6500936,2.1450374,1.9108931,1.5437573,1.5695246,1.3882443,1.3092222,1.5850085,-0.032056388,-0.026426489,-0.0038866964,0.0044470266,0.010257641,-0.0029430464,-0.015752707,-0.0076393154,-0.0071824337,-0.009667048,-0.0014114428,0.0021906653,0.008118274,3.460785,2.2212317,2.1481664,1.2675276,1.2138637,1.1394935,1.0573729,1.1119472,0.74657977,0.7970357,0.6732332,0.7551047,0.8213126,-1.4903017,-1.4475906,-0.4624095,0.887856,0.16021037,0.50568485,2.034521,0.20906591,-1.0842662,0.15865135,-0.3411758,-0.6842978,0.84487677,-0.26368472,-0.32198238,-0.31071758,1.1225166,0.6245195,-0.86680675,0.7510921,-0.26141563,-0.11734588,-0.17992455,-0.7329693,-0.6210561,-0.40532812,0.08724519286736918,15.798201938971868,15.448832950528274,78.56722316707021,0.07107123613266478,238.66643953332812,male,twenties
5.352,2.802690582959641,251.11857814409063,725.2763088664976,50.391649550423665,204.26234358873947,5.044843049327354,535.0087164322058,1591.9857219552455,2522.724193777997,-447.37714,87.42831,-4.211644,32.745144,31.672867,10.921748,-3.9665463,-19.350582,-10.864146,-10.618448,-10.544595,-2.5282693,-10.114596,112.93978,75.82508,44.8262,40.053333,30.16491,18.33514,21.691853,23.610195,19.30824,15.355744,12.17785,11.789502,11.695338,-0.062267836,0.08310641,0.08180665,-0.038123097,0.06706514,0.046151813,0.017022243,0.029138865,-0.013090437,-0.00045725453,0.0054428703,-0.027678711,-0.016812062,13.639612,9.481818,7.6106234,5.5545163,4.3972216,3.4350216,3.2743225,2.7313404,2.7674596,1.8273827,1.9164367,2.1156056,1.9059889,-0.1430274,-0.0016424875,0.017108496,-0.113806196,0.010162717,0.022032136,-0.002924637,0.0040838425,-0.019725092,0.0012648903,0.006032517,-0.016572826,-0.0036336207,6.537718,4.0417385,3.7884548,2.5588408,1.8599557,1.6767712,1.6045219,1.504963,1.4020836,1.0391147,0.9950087,1.0987898,0.9649271,-1.481046,-1.2750036,0.60786295,0.06129265,-0.0012867451,1.2308717,0.04450369,-1.3951534,-0.73414326,-0.29012704,-0.23014975,1.0938368,0.040600777,0.19863811,0.41213772,-1.0538493,0.41092426,0.8929654,-0.030443974,-0.9146917,-0.1911231,-0.4737306,-0.8360483,-0.45938388,-0.3005327,-0.48486283,0.054894231188081656,3.6180623480266187,4.771414167393882,25.904090499687506,0.08557285788804592,22.766393156807055,male,fifties
2.856,1.7507002801120448,61.91353067803413,10.008975220446827,40.87855603263812,76.29139929874323,5.2521008403361344,1209.460096468807,2108.3090426023864,3860.73104044938,-378.03604,77.278625,-21.345322,25.944578,8.50936,15.123131,-13.356071,0.3854869,-3.3747149,-4.3483586,1.5070233,-8.150719,-3.6853786,136.99138,81.55098,40.201614,31.735632,34.96946,15.425399,17.419132,14.617245,12.2673855,9.438986,9.410304,11.976729,9.202459,0.05807939,-0.022289852,0.021322591,0.018922009,-0.030794358,0.03041014,-0.010024512,0.017123578,0.011712879,-0.0019827422,-0.010588306,-0.0040242495,-0.017170198,15.256301,9.083025,6.547807,3.996207,5.6310277,1.984559,2.9278245,2.5005114,2.0368173,1.8895144,1.3936834,1.5946671,1.7300009,0.017939098,-0.06207906,-0.006651078,0.0058653275,-0.032263014,0.021854233,-0.01855266,0.004678899,0.0020348704,-0.0062059537,-0.010513034,-0.00074800407,-0.009962903,6.5192366,3.6935143,3.000128,1.5751604,2.2386591,1.1623849,1.4073757,1.0677019,1.1583439,1.1037931,0.9010976,0.8529527,1.0204128,-1.3667666,-1.3757453,-0.98594403,-0.70445395,0.21153522,-0.5297041,-0.2847128,0.1990211,0.08822036,0.33847332,0.5926163,-0.5643232,0.24265647,0.035376497,0.26575977,-0.107459225,0.23331992,0.029981598,0.6314933,-0.008276185,-0.68821794,-0.35225534,-0.34477282,-0.07299324,-0.4360142,-0.64835644,0.10460423280306745,6.121682115255485,8.569248664610246,42.399908135570314,0.06175282308816442,73.43202267592449,male,twenties
3.024,1.9841269841269842,45.705469957364016,6.403584423402073,36.92074382645724,57.26941838941435,8.267195767195767,566.3967234929188,1386.652683933873,2476.775023966155,-494.53696,124.22164,-22.837683,30.871664,9.872136,2.7144754,-8.914807,-5.5402327,-0.4566493,-12.090017,-2.9095025,-8.693883,-3.7671905,135.80432,104.581116,43.97989,45.956936,33.149105,28.580519,21.879112,17.69997,12.453843,15.135989,12.965136,13.905517,11.422558,0.13117492,0.06271428,0.030737676,0.12445321,-0.048990507,-0.1506908,0.010882539,-0.019440664,-0.09838582,-0.002439237,0.011731443,0.026137821,0.07433128,15.204175,13.84908,9.4566,7.4784255,5.554604,4.396278,3.9898555,3.1965163,2.6390479,2.6161482,2.453236,2.0297742,2.1270301,-0.20903115,-0.0424946,0.055707805,-0.07012946,0.053066656,0.060265798,0.041141797,0.073991135,0.011781421,0.031983938,-0.019567061,-0.10559392,-0.034979817,6.6557326,5.811502,4.6466713,3.4971592,2.4381058,1.9142141,1.9398742,1.8111705,1.4352003,1.4552974,1.2320355,1.2660663,1.1946658,-1.0056374,-1.5516906,-0.37479782,-0.18067098,0.8919747,-0.24451256,0.25486994,0.9348216,-0.12473512,0.34623694,1.5154166,-0.012933731,-0.01663351,-0.57716066,-0.13307111,0.13625534,0.75207615,0.7615849,-0.49685746,-0.5687755,0.3614324,-0.045959953,-0.6972092,0.61457497,0.13857897,0.0012795365,0.055760514986058676,0.526459176931022,0.44281308090132426,1.9284258711467255,0.061980837216122825,0.19608342461732275,male,twenties
